15.7005	67.4009	1.0467	4.4934	47.102
15.7342	67.5009	1.0489	4.5001	47.202
15.7675	67.51	1.0512	4.5007	47.302
15.8006	67.4593	1.0534	4.4973	47.402
15.8331	67.2974	1.0555	4.4865	47.502
15.8675	67.3988	1.0578	4.4933	47.602
15.9011	67.4012	1.0601	4.4934	47.702
15.9344	67.3591	1.0623	4.4906	47.802
15.9675	67.367	1.0645	4.4911	47.902
15.9991	67.3282	1.0666	4.4885	48.002
16.0333	67.4678	1.0689	4.4979	48.102
16.067	67.4165	1.0711	4.4944	48.202
16.1011	67.4528	1.0734	4.4969	48.302
16.1352	67.4211	1.0757	4.4947	48.402
16.1667	67.4593	1.0778	4.4973	48.502
16.2003	67.5008	1.08	4.5001	48.602
16.2331	67.3828	1.0822	4.4922	48.702
16.2677	67.4035	1.0845	4.4936	48.802
16.3008	67.2558	1.0867	4.4837	48.902
16.3339	67.4696	1.0889	4.498	49.002
16.3673	67.5346	1.0912	4.5023	49.102
16.4002	67.5595	1.0933	4.504	49.202
16.4344	67.472	1.0956	4.4981	49.302
16.4683	67.3423	1.0979	4.4895	49.402
16.5009	67.4141	1.1001	4.4943	49.502
16.5337	67.4575	1.1022	4.4972	49.602
16.5659	67.4302	1.1044	4.4953	49.702
16.6006	67.5393	1.1067	4.5026	49.802
16.6334	67.4125	1.1089	4.4942	49.902
16.6678	67.6022	1.1112	4.5068	50.002
16.7005	67.6099	1.1134	4.5073	50.102
16.7334	67.7017	1.1156	4.5134	50.202
16.7672	67.7639	1.1178	4.5176	50.302
16.8009	67.665	1.1201	4.511	50.402
16.8336	67.6254	1.1222	4.5084	50.502
16.8669	67.5783	1.1245	4.5052	50.602
16.9006	67.7549	1.1267	4.517	50.702
16.9342	67.7439	1.1289	4.5163	50.802
16.9673	67.7341	1.1312	4.5156	50.902
17.0011	67.718	1.1334	4.5145	51.002
